id,user,name,desc,steps,post_time
448,92,porcini mushroom pasta,"this is not a hard recipe to make, you can change the type of mushrooms to suit your own taste. its a nice quick meal.","in a large skillet , saute onion and garlic in oil and butter until very soft
add wine , stock , mushrooms & juice , thyme , parsley and cumin and simmer until slightly thicken
salt and pepper to taste
pour over fettuccine or pappardelle noodles
garnish with tomato , basil and cheese",2005-04-14
449,133,carrots and raisins  healthy snack,"this came from my mother who managed to grow two kids taller(and i mean taller!) then herself. we ate these carrots all the time! overall is a great snack that is tasty. i suggest to adjust to your taste, some like it soggy some not, just don't make it in advance, will lose the carotene ;) make sure to exclude raisins if prepared for infants or toddlers under 5. use your own judgment but raisins are choking hazard.","place raisins in a small amount of water , so they plump up a little
grate carrots on a smallest part of your grater
combine grated carrots , sour cream , raisins and then add sugar
we love it just the way it is and my l'il one gets his nutrition
beware , this combination may make your kids grow few inches taller
carotene with sour cream and sugar is a dangerous mix for your kid's growth potential",2003-08-20
450,50,caribbean pumpkin curry colombo de giraumon,"i've been making this for over 10 yrs & it's one of my favorite recipes. even people not crazy about pumpkin, curry or ethnic foods swoon over this. great as a main dish over rice or as a side. i do not eat meat so i omit bacon.  in that case, don't worry about using unsalted butter. if vegan you can use all oil. if you live in a latino community look for calabaza in produce dept, otherwise, butternut or hubbard squash works wonderfully as well--don't use anything canned! this is from elisabeth lambert ortiz complete book of caribbean cooking, 1973.","heat oil and butter in a heavy large saucepan
add the bacon , onion and green pepper and cook stirring from time to time until onion is tender but not browned
add the curry powder and cook , stirring for a minute or two
add the cloves , tomatoes , pumpkin , salt and pepper
stir to mix
cover and cook on the lowest possible heat , stirring occasionally to prevent from burning
when the pumpkin is very tender and almost reduced to a puree , stir in garlic and cook uncovered for a minute or 2 longer
there should be barely any liquid left at end of cooking
if after adding garlic & cooking remaining minute or so and there is still a lot of liquid turn heat up , watch carefully and boil away most of the liquid
turn off heat and enjoy",2005-09-05
451,146,chocolate covered cherry coffee,"my hubby loves chocolate covered cherries. i bought a box yesterday and when i got up this morning there was a single one left in the box. i just know that in his self sacrificing way he was just protecting me from the evil sugar (yeah, right! lol). anyway, i had coffee making and when it was done i just popped that morsel into my coffee cup without really thinking about it. well, yum!","brew your favorite coffee and pour yourself a cup
put a chocolate covered cherry candy into the cup
stir gently and add the splenda or sugar
stir to dissolve
enjoy !",2009-12-19
452,40,bean and veggie burgers,a pillsbury favorite...team up beans and assorted veggies for a tasty non-meat burger.,"in food processor bowl with metal blade , combine beans , oats , mushrooms , onion , carrot , bell pepper , garlic , ketchup and salt
process with on / off pulses until coarsely chopped
do not puree
shape mixture into 4 patties , 1 / 2 inch thick
spray broiler pan with nonstick cooking spray
place patties on sprayed pan
broil 4 to 6 inches from heat for 10 to 12 minutes or until patties are thoroughly heated , turning once
place lettuce , tomato slices and patties on bottom halves of buns
if desired , top with ketchup or mustard
cover with top halves of buns",2008-03-17
453,195,plum parfaits with mascarpone whipped cream,"these parfaits are beautiful. you feast with your eyes before food ever touches your lips. the parfaits are made with alternating layers of sliced cooked plums, toasted walnuts, and mascarpone whipped cream. the plum preparation involves only a few minutes of cooking. a quick and stunning dish all together that will knock the socks of your guests.","for the mascarpone whipped cream:
with an electric mixer , beat the cream , mascarpone , sugar and vanilla together in a large bowl until peaks form
makes about 3 cups
toasted walnuts:
to toast walnuts , spread on a rimmed baking sheet and bake in a 350 degree preheated oven until fragrant and slightly browned , 6 to 8 minutes
remove and cool
plum parfaits:
halve plums lengthwise , and pit
slice each half , lengthwise , into quarters
then cut quarters in half crosswise
place a large heavy skillet over medium heat until bottom of pan is hot
add plums and sprinkle with sugar , ginger and cinnamon
stir constantly until sugar dissolves and becomes syrupy and plums are tender when pierced with a knife , about 6 minutes for medium ripe plums
watch carefully , and do not overcook or plums will become mushy
remove skillet from heat and cool plums to room temperature
taste and if desired season with more sugar
to assemble parfaits , use 4 sundae or wide-mouthed wine glasses
spoon a few tablespoons of the plum mixture , including the juices , into each glass and top with a few tablespoons of the whipped cream
sprinkle with some walnuts
repeat this layering two more times in each glass
garnish each parfait with a mint sprig
serve immediately",2008-11-09
454,124,mock blueberry cream cheese danish ww 2 pts,"i have always loved doughnuts and danishes for breakfast. once i started eating healthier, i really missed them. this is what i came up with as a substitute, and i now love them more than the full fat version! you can also use sliced strawberries or peaches in place of the blueberries, or a little sugar free jam.","split and toast the english muffin
top each half with 1 tbls
of the cream cheese and half of the blueberries",2009-11-20
455,24,north african flank steak,"a zesty spice rub of coriander, cumin, cinnamon, and thyme enhances the caramelized crust that forms when the steak is pan-seared.

from good housekeeping's best recipes 2004.","in small bowl , combine all ingredients except steak and oil
rub spice mixture on both sides of steak
if you like , place steak on plate
let stand at room temperature 15 minutes meanwhile , in nonstick 10-inch skillet , heat oil over medium-high heat until hot but not smoking
add steak to skillet and cook 14-16 minutes for medium-rare or until desired doneness , turning steak over once
transfer steak to cutting board
to serve , thinly slice steak diagonally against the grain",2006-08-28
456,22,richmond maids of honour,"this small tartlet originated in henry viii's palace of hampton court, where it was popular with the queen's maids of honour.  later the secret recipe was made at a shop established at richmond, surrey.","set oven to 400f or mark 6
grease and flour 20 patty tins
roll out the pastry on a lightly floured surface and use to line the tins , trimming the edges neatly
in a bowl , mix together the ground almonds and sugar , then stir in the beaten eggs , flour , cream , nutmeg and lemon juice
divide the mixture between the pastry cases and bake for about 15 minutes or until firm and golden
turn out on to a wire rack and allow to cool
serve dredged with a little icing sugar",2005-05-24
457,144,fresh cherry pie,i have never made a fresh cherry pie until i found this old farm journal recipe.it is sooo good.i will be making it a lot.,"combine sugar , flour and salt
add almond extract to cherries and toss with sugar flour mixture to mix well
pour into pastry lined 9 inch pie pan
put on top crust
bake at 400 for about 40 minutes
if edges brown too much cover it with aluminum foil
the syrup does bubble and may spill over a little so i set the pie on a cookie sheet then baked it",2003-06-17
458,104,hazelnut shortbread cookies,"this is a recipe that i learned in austria, where it is a standard for the christmas season. western austrians love hazelnuts, and use them in the majority of their baked goods. these are traditionally hand formed into half moon shapes, but i prefer to roll them into small balls and press a whole hazelnut into the top.

preparation time does not include chilling of dough.","if the hazelnuts are raw , toast them by spreading them out on a baking sheet and putting them in a 350 degree oven for ten minutes
shake the pan a few times
put the flour and the toasted hazelnuts in a food processor together and run until the hazelnuts are completely ground up
combining the nuts with the flour makes the whole process neater
put all the ingredients into a large bowl
mix by hand , quickly
don't overmix
you may see flecks of butter , that's okay
form into a ball , cover with plastic wrap , and cool in the refrigerator for two hours or overnight
work with half the dough at a time , keeping the rest refrigerated
roll the dough into an oblong , and then cut quickly into equal size pieces , the size of a large walnut
each piece should be rolled briefly between the palms and then put on an ungreased cookie sheet
press a whole hazelnut into the cookie , fairly deeply
bake ten minutes at 350 fahrenheit
they should be very lightly browned when you take them out of the oven
let sit until cool
sprinkle with additional powdered sugar",2005-12-18
459,112,cinnamon toast rolls,fancier-than-normal cinnamon toast that may also double as an appetizer. this recipe is from gourmet magazine.,"roll out the bread between two pieces of waxed paper until very thin
brush both sides of each slice with some of the butter
in a bowl , stir together the sugar and the cinnamon
sprinkle 1 teaspoon of the cinnamon sugar on one side of each slice leaving 1 / 2-inch border on one side , roll the bread tightly jelly-roll fashion towards border
trim the ends on the diagonal , roll in remaining sugar mixture
transfer the rolls , seam side down , to a parchment lined baking sheet and bake at 350f for 15 minutes , or until they are browned lightly",2004-12-08
460,107,hellmann s  copycat  mayonnaise,my favourite brand of mayo!,"whisk the egg yolk by hand for 15 seconds
combine vinegar , water , salt , sugar , and lemon juice in a small bowl or glass measuring cup
stir until salt and sugar are dissolved
add half of this solution to the egg yolk and whisk for another 15 seconds
pour 1 cup of canola oil into a plastic squirt bottle
this bottle will allow you to dribble the oil into the egg yolk with one hand while whisking with the other
squirt a few drops of oil into the yolk and whisk , and continue to add oil a little bit at a time while whisking non-stop
when you have used about half of the oil , your mayonnaise should be very thick
add the remaining vinegar solution
whisk
now you can add the remaining oil in a steady stream while whisking until all of the oil has been added
your mayonnaise should be thick and off-white in color
put the mayonnaise into an old mayonnaise jar and seal it with a lid
leave this out on your kitchen counter for 8 to 10 hours so that the vinegar and lemon juice can kill any potential bacteria in the egg yolk
keep up to 2 weeks in your refrigerator",2004-02-29
461,178,on the go breakfast sandwich,"i have to leave so early in the morning to get to school that i barely have time to sit down and eat breakfast! so instead of going out to mickeyd's to spend $3 for 2 egg sandwiches, i improvised and made them myself- and for definitely less than $3. so here it goes, my on-the-go breakfast sandwich. enjoy!","whisk together the eggs and milk in the bowl
add salt and pepper
pour into cooking item
if using bowl: add 1 strip of bacon , torn into pieces
microwave for 1 minute and 45 seconds
if using egg maker: tear the bacon into pieces and throw into maker
microwave for the same 1 minute and 45 seconds
while the egg is cooking , toast the english muffin
when the eggs are done , microwave the other 2 strips of bacon for about 15 seconds
put one strip of bacon onto one muffin and the other onto the other muffin
take the egg and put it onto the bottom half of the english muffin
if you would like: you could put a slice of cheese atop the egg
top off with the top half of the english muffin
i usually take a toothpick to hold it all together so , if you're doing that , do that
enjoy and begin to ponder what you can do with those $3 you just saved",2009-06-08
462,195,ex girlfriend s warm artichoke dip,"this is an easy, delicious starter. it is warm, so especially good for winter get-togethers. i prefer crackers to chips or nachos to serve with the dip. the source is the wife of a friend. it was the speciality of her husband's ex-girlfriend. the recipe lasted longer than she did!","mash artichokes and add all the remaining ingredients
mix well
spread in greased , shallow , ovenproof dish and bake for 10 minutes in 350 f oven or until bubbly",2002-01-31
463,36,apple and onion stuffing   muffins,this is a quick recipe i got from rachael ray's 30 minute meals program. i skip the potatoes when making this with roasted pork.,"preheat oven to 375f
preheat a large skillet over med high heat
add olive oil to skillet and 4 tbsp butter
when butter melts , add bay leaf and add the vegetables as you chop them , celery , onions then apples
sprinkle the vegetables and apples with seasonings
cook 5 to 6 minutes to begin to soften then add parsley and stuffing cubes to pan and combine
moisten the stuffing with chicken broth until all the bread is soft but not wet
butter 12 muffin cups , 2 tins , liberally with remaining butter
use a ice cream scoop to fill and mound up the stuffing in muffin tins
remove bay leaf as you scoop the stuffing when you come upon it
bake until set and crisp on top , 10 to 15 minutes
remove stuffing 'muffins' to a platter and serve hot or room temperature",2005-03-10
464,139,california sunshine cake,"much like the orange kiss-me cake, this recipe uses an entire orange, raisins and walnuts. i like to substitute hazelnuts. recipe can be halved for an 8"" x 8"" cake. check for doneness at about 35 min. for smaller cake. i use organic oranges and wash them thoroughly.","juice the oranges , reserving juice for topping
put the orange rind , the raisins and the nuts through the medium blade of a meat grinder
combine butter and sugar in mixer bowl and beat together until fluffy
add eggs one at a time and continue beating until completely incorporated
combine salt , flour and baking soda and sift together
add flour and buttermilk alternately in 3 portions , mixing on low after each addition
fold in orange , raisin , nut mixture until completely combined
preheat oven to 350f and grease a 9"" x 13"" pan or a bundt pan
bake for 45 minutes , or until toothpick inserted in cake comes out clean
while cake is still hot , pierce all over with a fork
mix orange juice , sugar and cinnamon and carefully pour mixture over cake
when cake has cooled , remove from pan
refrigerate leftover cake",2007-05-13
465,9,fantastic light fruitcake,"i am not a lover of fruit cakes, but this one is different.  my mother and i make these every christmas for gifts.","cream butter and sugar
add eggs one at a time
add extract , orange juice and soda water
add cherries , pineapple , and pecans until all is added
i used to mix all by hand , but now i have a larger mixer that works well and i only mix the cherries , pineapple and pecans by hand
drop batter by spoonsful into lightly greased and floured pans
batter will be very heavy
bake at 275 until firm to touch
this will make 2 large bundt pans , or a loaf pan and several small pans for gifts
the small pans take about 55-60 minutes and the large tube pans take about 65-80 minute the bundt pan will take longer
you can cut the recipe in half since the batter is so heavy and each half makes a whole bundt pan or one large and three smaller loaf pans",2007-06-04
466,200,picnic cowboy caviar,i had this at a picnic and had to get the recipe. this one has lots of tomato and avocado.,"mix the dressing ingredients together
toss dressing with the rest of the ingredients
if you are making this ahead of time toss the avocado with lemon juice before adding it to the rest to avoid browning
chill at least 1 hour",2009-05-22
467,186,leek and apple bake  crustless quiche,"i developed this recipe to fit into a meal that had to sit awhile before it could be eaten.  i needed to use leeks and i love apples and leeks together so what to do?  it is a pudding or crust-less quiche type of dish you choose your terminology. you may also place it into a slightly cooked crust for a quiche.  

it is versatile, simple and easy to make which are all advantages.  it turned out both elegant and tasty, even to my picky children who went back for seconds.","cut off the white and soft green part of the leeks , split in half length wise and wash well in a bowl of water
slice the leeks into 1 / 8 - 1 / 4 slices across the grain creating moon shaped slices
set aside
core and dice the granny smith apples , do not peel
place into a bowl and set aside
in a small skillet or wok , i used a wok , melt 1 stick or 1 / 4 pound of butter on medium heat
when melted add your leeks and saute until tender and fragrant
remove the leeks from the heat and place in a medium to large size bowl
let them cool while you cook your apples
now add more butter to the skillet or wok to melt then add your apples to it
cook them until they are soft adding the brown sugar at the end
this is optional depending on your taste and sweetness of your apples
i used two teaspoons of splenda brown sugar
add the cooked apples to the leeks and continue to let them cool
next in a medium size bowl beat four eggs well and add the half and half and beat well again
add the cottage cheese to your egg and milk mixture and beat well
combine the two together in the bowl with the now cool leeks and apples
1 / 4 tsp of salt or to taste
mix well and then pour into your well sprayed or buttered casserole dish
this can also be placed into a slightly cooked pie crust for a crusted quiche it you like
it is very versatile
bake at 350 degrees until solid and golden on the top
it will depend greatly on your choice of dish
i cooked mine for an hour in a round two quart dish
this can easily be split into two 8-9 inch pie plates and cooked for less time
serve at room temperature or hot with a nice spinach salad for a complete meal",2010-03-31
468,31,kosher jewish  pickles,"those of you who had the pleasure of growing up on the east coast of the united states may have had one of these traditional kosher pickles, made primarily by jewish businesses. they are by no means your store bought pickles.  they are even better then your favorite deli's pickles.  these pickles are what all other pickles are founded on; quality.  
do not be scared of making pickles.  this is easy, and i will give it to you in layman's terms.  
in a good authentic kosher pickle there is no vinegar.  none, not a drop.  what kind of pickle has no vinegar?  a good one.  think of it this way, a pickle with vinegar is a pickle that could have been really good, but the maker decided to cheat, and quicken the process.  
how long is the process?  5 days, from start to finish.  too many for you?  then its time to move on.  want a fantastic, authentic, kosher/jewish pickles?  you have found your recipe.  
let us begin.

p.s.  the jar. i get my jar(s) by buying a big jar of crap pickles from a food warehouse.  then i wash it and pour some boiling water in it, and it is ready for use.  i also boil the cap just in case, but have made many batches without ever using boiling water and i have never taken ill.  only reason i do use the boiling water on occasion is because my wife is around.","cut 1 / 16"" off the ends of the cucumbers and scrub very well
soak the cucumbers in ice water for a couple of hours
when cucumbers are almost done soaking , mix the salt and water
sterilize or wash your giant pickle jar from the food warehouse
make sure you have properly disposed of all the lousy pickles that use to be in it , i recommend your compost heap or the garbage
wash the jar or sterilize it so it no longer stinks like the vinegar they used to make there inferior pickles
now it gets real easy
pack as many of your pickles into the jar as you can
use the rest for a salad or something
stick in all the dill , all the garlic cloves , all the seeds , then stop , and look at your beautiful jar
if you have the grape leaves , stick them in at this time
i don't ever use them , but my buddy does
pour the salt water in the jar
all the way up to the top minus an inch , or a half inch or so
if you are short water , add some
tightly cover the jar with the lid that came on the giant pickle jar
cover it tightly , as hard as you can turn , stop , then tighten again just to make sure
stand back , and look at the beauty of what you have made
place jar upside down , with a towel over it , in a cool place in your home
put a plate under the jar to see if it leaks
the next day check to see if the jar leaked
if it did , it means you didn't follow my instructions
tighten the lid and turn it upright , cover it with the towel , and ignore it
walk away
leave in cool dark place for five days
if you want to leave them for a full week , more power to you
both time frames will result in a great authentic kosher pickle
enjoy , then leave feedback on this recipe",2007-06-04
469,43,sherry tofu with snow peas,=),"fry the tofu , covered , in 1 tablespoon of the oil until the tofu is nicely browned
remove from heat
in a small bowl , mix together the sherry , soy sauce , and cornstarch
pour over the tofu , stir well , and set aside to marinate
remove the ends and strings from snow peas and cut each one into 2 to 3 pieces
blanch the snow peas in boiling water for 1 to 2 minutes , then plunge them into very cold water to halt further cooking
in a skillet or wok heat the remaining 2 tablespoons of oil and saute the green onions , minced yellow onion , water chestnuts , and garlic for 4 minutes
add the snow peas and cashews and stir well
add the tofu together with the marinade , lemon juice , and pepper and cook for 3 to 5 minutes or until the snow peas and sauce reach desired texture
serve immediately with rice or noodles",2008-02-25
470,186,spring vegetable risotto,"to make this dish vegetarian, replace the chicken broth with vegetable broth. onions can be substituted for the leeks. if substituting onions, use 1 roughly chopped medium onion (1 cup) in the broth and 2 minced medium onions (2 cups) in the risotto. at the end of cooking, you may have up to a cup of broth left over. published in cook's illustrated may, 2008.","for the gremolata: combine ingredients in small bowl and set aside
for the risotto: chop tough asparagus ends and leek greens into rough 1 / 2-inch pieces
bring chopped vegetables , reserved parsley and mint stems , broth , and water to boil in large saucepan over high heat
reduce heat to medium-low , partially cover , and simmer 20 minutes
strain broth through fine-mesh strainer into medium bowl , pressing on solids to extract as much liquid as possible
return strained broth to saucepan
cover and set over low heat to keep broth warm
heat 1 tablespoon butter in large dutch oven over medium heat
when foaming subsides , add asparagus spears , pinch of salt , and pepper to taste
cook , stirring occasionally , until asparagus is crisp-tender , 4 to 6 minutes
add peas and continue to cook 1 minute
transfer vegetables to plate and set aside
melt 3 tablespoons butter in now-empty dutch oven over medium heat
when foaming subsides , add leeks , garlic , 1 / 2 teaspoon salt , and 1 / 2 teaspoon pepper
cook , stirring occasionally , until leeks are softened , 4 to 5 minutes
add rice and cook , stirring frequently , until grains are translucent around edges , about 3 minutes
add wine and cook , stirring frequently , until fully absorbed , 2 to 3 minutes
when wine is fully absorbed , add 3 cups hot broth to rice
simmer , stirring every 3 to 4 minutes , until liquid is absorbed and bottom of pan is almost dry , about 12 minutes
stir in about 1 / 2 cup hot broth and cook , stirring constantly , until absorbed , about 3 minutes
repeat with additional broth 3 or 4 times until rice is al dente
off heat , stir in remaining tablespoon butter , parmesan , and lemon juice
gently fold in asparagus and peas
if desired , add up to 1 / 4 cup additional hot broth to loosen texture of risotto
serve immediately , sprinkling each serving with gremolata and passing parmesan separately",2008-05-12
471,122,buttery polenta with parmesan  olive oil fried eggs  and garlick,from in the kitchen with a good appetite by melissa clark,"bring water or broth to a simmer
stir in the polenta and salt
simmer the polenta , stirring frequently but not constantly , until thickenedd to taste , about 10 to 20 minutes
stir in the butter and pepper and cover the pot to keep warm
slice the cheese chunk into slivers using a vegetable peeler
or grate the cheese on the largest holes of a box grater
stack the chard leaves on top of each other and slice into 1 / 4-inch thick strips
heat 1 tablespoon olive oil in a large skillet
add garlic and red pepper flakes , and saute for 30 seconds , until the garlic is fragrant
stir in the chard , coating in oil
cover the pan and cook for about 2 minutes , until wilted
stir and cook for 2 minutes longer , uncovered
season with salt
set aside
heat 1 tablespoon olive oil in a large skillet over high heat
fry four of the eggs until the edges are crispy and the yolks are still runny
repeat with the remaining oil and eggs
pile polenta into bowls , top with swiss chard , cheese and then fried egg
garnish with sea salt and more pepper and serve",2010-10-01
472,78,toffee trifle,"with the cake made ahead of time, this trifle comes together in a snap.  it is very rich, creamy and good.  this looks beautiful in a trifle dish.","bake cake as directed on package and let cool
cut into slices or cubes
prepare pudding according to package directions
fold whipped topping into pudding , mixing well
cover bottom of trifle dish with cake pieces
next , cover cake pieces with pudding mixture
sprinkle toffee pieces over pudding mixture
repeat layers 2 more times , ending with pudding
garnish with extra toffee pieces and some cake crumbs
chill at least 2 hours until set",2003-03-11
473,24,alden s grandmother s cornbread,source: emeril lagasse (www.foodtv.com),"preheat the oven to 450 degrees f
place the bacon grease in a 10-inch black cast iron skillet and swirl to coat the sides and bottom evenly
place skillet in the oven to heat
in a bowl , combine the cornmeal , baking powder , baking soda , salt , and pepper and mix well
in a small bowl , combine the buttermilk , egg , and melted butter
add to dry ingredients and stir just to combine
remove the hot skillet from the oven , carefully swirl to evenly distribute hot grease , and quickly pour the cornmeal batter into the skillet
bake for 25 to 30 minutes , or until firm and golden brown on top
let sit for 5 minutes , then turn out onto a cutting board
cut into wedges and serve hot with butter on the side",2003-09-15
474,114,white lady,"if you like your drinks strong, this is for you. adapted from [[shaken]] by bay books.","fill a cocktail shaker half with ice
add the gin , cointreau , lemon juice
shake well , then strain in a cocktail glass",2008-02-05
475,72,m m and chocolate chews,,"cream ingredients in part 1 well
add part 1 mixture to part 2 mixture
spread 1 / 2 mixture in pan
top with m&m's and then remaining dough
bake at 375~ for 25-30 minutes",1999-09-10
476,50,fennel potato au gratin,"here's another recipe i haven't tried yet, but plan to.  found it in a taste of home magazine and described as: tender potato slices in this cozy casserole have a mild fennel flavor with a hint of nutmeg.  add a creamy sauce and a sprinkling of parmesan and you have a homey side dish.  sounds interesting doesn't it!  serves 12 so i'd probably have to cut it in half but would be perfect for a large gathering","in a greased shallow 3-quart baking dish , combine the potatoes and fennel
set aside
in a small saucepan , melt butter
stir in flour until smooth
gradually add the broth , cream , salt , pepper and nutmeg
bring to a boil
cook and stir for 2 minutes or until thickened
pour over potato mixture
gently toss to coat
cover and bake at 350f for 1 hour or until potatoes are tender
uncover
sprinkle with parmesan cheese
bake 15 minutes longer or until cheese is melted",2008-01-03
477,112,orange almond chicken breast,"this is one of my quick & easy chicken recipes, which i usually serve over brown rice.","in a medium saucepan , melt butter & saute almonds until brown , then add cut up chicken
in a bowl combine cornstarch , broth , orange juice concentrate , molasses & soy sauce , & blend well
salt & pepper to taste , then add to chicken mixture & stir until thickened
serve hot",2007-02-16
478,139,quick pralines,"no candy thermometer required and in side by side taste tests with regular pralines, these always win.","in medium saucepan , bring water and butter to a boil
stir in sugars
return to boiling
boil and stir for 1 minute
remove from heat
stir in vanilla and pecans
beat until mixture thickens
immediately drop from teaspoon onto wax paper
cool",2002-12-17
479,20,creamy carrot  white bean  and pear soup,a lowfat recipe that packs a lot of flavor! goes well with sesame breadsticks and a green salad.,"melt butter in heavy medium saucepan over medium heat
add leeks and saut until tender , about 10 minutes
add 2 cups water , carrots , beans , pear and rosemary
bring soup to boil
reduce heat to medium-low , cover and simmer until carrots are tender , about 15 minutes
pure soup in 2 batches in blender until smooth
return to saucepan
thin with more broth or water to desired thickness
season to taste with salt and pepper
can be doubled",2011-01-11
480,34,baked fish in a hurry,this is one of the simplest fish dishes that you will ever make.,"preheat your oven to 230c
coat the fish in the oil and parsley
place the fish on a baking tray lined with baking paper
season the fish with salt and pepper
bake 8-10 minutes
serve with a salad on the side and a lemon wedge",2007-04-23
481,90,amaretto coffee,amaretto and coffee! yum. makes a great after dinner drink if made with decaf! looks really pretty topped with whipped cream! from the complete bartender.,"pour amaretto into mug
add coffee
top with whipped cream if desired",2005-12-05
482,81,thanksgiving in a pan,from quick cooking magazine,"prepare stuffing according to package directions
transfer to a greased 11 x 7 x 2 inch baking dish
top with turkey , beans , gravy and pepper
cover& bake at 350f for 30- 35 minutes or until heated through",2002-10-25
483,111,easy apple blueberry crisp,"this is a variation off the orchard mills apple crisp package.  i had about a cup of frozen blueberries left after making recipe #288137, so i thought i would give this a try for  quick saturday night dessert.  also, i purchased too many granny smith apples a little bit ago and had to find a way to use them up.   put a scoop of vanilla ice cream on the side for something extra special! :)","preheat oven to 375f
mix first 6 ingredients and put in greased 9 inch pan
combine melted butter with crisp mixture until crumbly
sprinkle mixture evenly over fruit
bake 25-30 minute or until bubbly and golden brown
serve warm , if desired , top with ice cream or whipped cream",2008-05-12
484,112,chipotle pork soft tacos with pineapple salsa,from cooking light. may 2007.,"to prepare salsa , combine the first 7 ingredients in a medium bowl
stir until well blended
cover and chill
to prepare tacos , heat oil in a large nonstick skillet over medium heat
add onion to pan
cook 2 minutes or until tender
add garlic
cook 30 seconds
add pork to pan
cook 4 minutes or until pork loses its pink color , stirring occasionally
stir in broth and next 7 ingredients
cover , reduce heat , and simmer 10 minutes
uncover and simmer 10 minutes or until liquid is nearly evaporated
warm tortillas according to package directions
serve pork mixture with tortillas and salsa",2007-08-05
485,20,little bumps on a log,a recipe the you will have fun with! this will also make a good treat for halloween! adapted from cooks recipes.,"fill celery with peanut butter
press the chocolate covered raisins into the peanut butter
serve and eat ! oh , and enjoy !",2006-10-26
486,187,perfect butter tarts,"butter tarts are one of the things that gives canada the reputation of the world's best country to live in. their sweetness explodes in the mouth and dribbles down the chin. butter tart eaters are divided on whether the filling should be runny or not. they are the quintessential after-school treat. canadians can buy good ones ready made but for the rest of the world, here is the genuine recipe.","roll out pastry on floured workspace 1 / 8-inch thick and cut into 3 75-inch rounds
use these rounds to line 14 muffin cups
melt butter in small saucepan
remove from heat and stir in corn syrup , brown sugar , raisins , rum and salt
lightly beat the egg and add to raisin mixture
use mixture to fill pastry lined cups 3 / 4 full
bake in 425f oven for 20 minutes or until pastry is golden
remove from oven , run",2002-02-23
487,155,summer raspberry chicken,this is a refreshing dish.  i like to serve it on a bed of greens or angel hair pasta.,"grill or broil chicken 10 to 15 minutes until no longer pink and juices run clear when cut in center
turn once during cooking and baste often with 1 / 2 cup of honey mustard marinade
discard remaining marinade used for basting
cut chicken into strips
in food processor or blender , process raspberries and remaining 1 / 4 cup of dijon mustard marinade for 10 seconds
lay chicken on bed of greens or angel hair pasta
drizzle raspberry sauce over chicken and sprinkle with walnuts",2004-06-01
488,66,not your mama s tuna salad,"i got my new rachael ray magazine yesterday and this recipe caught my eye!
perfect for a warm summer meal! 
i like salads that transport easily for picnics and potlucks and this one fits the bill!! estimated times this hasn't been tried yet but will be soon!","place the pesto in a large bowl and stir in the lemon juice
add the tuna and flake it with a fork
add the scallions , raosted red pepper , tomatoes and pasta
toss the salad to coat evenly
season with salt and pepper",2006-06-06
489,163,german bienen stich  bee sting cake,"this is a little time consuming but to die for. very light. one of my grandmother's recipies. makes an awesome coffee cake. my kids love it, when i make it i always have to make double because they just devour it. i have to hide the one for guests.","dough:
make sure cottage cheese is well drained then push the cottage cheese through a sieve
blend in oil , sugar and salt
mix in 1 cup flour , baking powder , and add milk
knead remaining flour into dough add a little more if necessary
grease a 20cm springform pan and spread evenly with dough
topping:
melt butter , add sugar and stir until it dissolves
add vanilla and milk , stir in almonds
let topping cool
spread on top of dough
bake for 20 minutes at 200 deg c or 400 deg f
cool cake
filling:
blend custard powder , 1 / 4 cup of the milk and sugar , stirring until custard powder is dissolved
boil the remainder of the milk , add to custard milk mixture stirring until thickened
cream butter and add the custard bit by bit
cover with plastic wrap and let chill in fridge
assembly:
cut the cooled cake horizontally
spread chilled custard cream on bottom half of cake
replace the top layer , almonds on top",2004-07-19
490,140,s more brownies,"every member of my family is a chocaholic. these don't last very long. although, they can be made ahead, like real s'mores, warm is much, much better, even if it means zapping each piece for about 5 to 10 seconds.","with rack in the center of oven , preheat oven to 325^f
butter sides of a 9 inch square cake pan with 2 inch sides
fold 18 x 12 inch piece of foil in half crosswise
line pan with foil , allowing to extend over two of the sides
butter foil
blend graham crackers , sugar and butter in food processor to form moist crumbs
press crumbs evenly into bottom of prepared pan
bake until light golden brown , about 7 minutes
cool crust on wire rack
for the brownies: melt 8 oz milk chocolate and 6 tablespoons butter in heavy medium saucepan over very low heat , stirring until smooth
cool mixture to room temperature
sift flour and salt into small bowl until well blended
whisk in melted chocolate / butter mixture
gently fold in dry ingredients
mix in 4 oz
chopped chocolate and spread batter over crust
bake until toothpick inserted in center comes out clean , about 23 minutes
place marshmallows over hot brownies , spacing evenly cover tightly with foil and let stand 15 minutes
remove foil cover from pan
using wet fingers , press marshmallows together to fill in any uncovered spaces
sprinkle grated chocolate over
cool completely on rack
lift brownies from pan using foil sides as aid
cut into squares
can be made 1 day ahead
store in airtight container at room temperature",2003-03-12
491,76,chicago pan pizza,my sister in-law made this one impromtu dinner night and i loved it. it's a fairly easy recipe and just needs a fresh green salad with it!,"cook the italian sausage and slice and put aside
mix hot roll mix as label directs except use 1 cup of water , omit the egg and do not rise
pat into 13x9 pan and make a stand up edge
mix up sauce with spices along with the cooked italian sausage
sprinkle 1 / 2 cheese over crust and top with sauce and rest of cheese
bake on bottom rack for 25 minutes",2004-09-20
